912828RP Govt,912828RP7,1.75,10/31/18,102.234375,1.0879923,4/30/15,10/31/15,7,1.087992,3.359819031,5/19/15
912828WD Govt,912828WD8,1.25,10/31/18,100.53125,1.0925543,4/30/15,10/31/15,7,1.092554,3.384035823,5/19/15
912828JR Govt,912828JR2,3.75,11/15/18,109.1289063,1.0770758,5/15/15,11/15/15,7,1.077076,3.311329919,5/19/15
912810EB Govt,912810EB0,9,11/15/18,127.3007813,1.0160375,5/15/15,11/15/15,7,1.016037,3.123174511,5/19/15
912828RT Govt,912828RT9,1.375,11/30/18,100.90625,1.112666,11/30/14,5/31/15,8,1.112666,3.439260502,5/19/15
912828A3 Govt,912828A34,1.25,11/30/18,100.4609375,1.1165474,11/30/14,5/31/15,8,1.116547,3.447358016,5/19/15
912828RY Govt,912828RY8,1.375,12/31/18,100.796875,1.1492838,12/31/14,6/30/15,8,1.149284,3.522233142,5/19/15
912828A7 Govt,912828A75,1.5,12/31/18,101.2382813,1.1493007,12/31/14,6/30/15,8,1.149301,3.514198704,5/19/15
912828SD Govt,912828SD3,1.25,1/31/19,100.2773438,1.173096,1/31/15,7/31/15,8,1.173096,3.615931737,5/19/15
912828B3 Govt,912828B33,1.5,1/31/19,101.171875,1.1754061,1/31/15,7/31/15,8,1.175406,3.599770436,5/19/15
912828KD Govt,912828KD1,2.75,2/15/19,105.7421875,1.1770959,2/15/15,8/15/15,8,1.177096,3.564865608,5/19/15
912810EC Govt,912810EC8,8.875,2/15/19,128.4960938,1.0849444,2/15/15,8/15/15,8,1.084944,3.274371761,5/19/15
912828SH Govt,912828SH4,1.375,2/28/19,100.6210938,1.2063955,2/28/15,8/31/15,8,1.206395,3.688691053,5/19/15
912828C2 Govt,912828C24,1.5,2/28/19,101.1054688,1.2000412,2/28/15,8/31/15,8,1.200041,3.680661598,5/19/15
912828SN Govt,912828SN1,1.5,3/31/19,101.0507813,1.2207961,3/31/15,9/30/15,8,1.220796,3.764122484,5/19/15
912828C6 Govt,912828C65,1.625,3/31/19,101.515625,1.2223115,3/31/15,9/30/15,8,1.222311,3.756147987,5/19/15
912828ST Govt,912828ST8,1.25,4/30/19,100.078125,1.2296223,4/30/15,10/31/15,8,1.229622,3.862527044,5/19/15
912828D2 Govt,912828D23,1.625,4/30/19,101.4609375,1.2446131,4/30/15,10/31/15,8,1.244613,3.838338837,5/19/15
912828KQ Govt,912828KQ2,3.125,5/15/19,107.28125,1.2481931,5/15/15,11/15/15,8,1.248193,3.789022333,5/19/15
912828SX Govt,912828SX9,1.125,5/31/19,99.484375,1.2564927,11/30/14,5/31/15,9,1.256493,3.93322923,5/19/15
912828WL Govt,912828WL0,1.5,5/31/19,100.8828125,1.2746921,11/30/14,5/31/15,9,1.274692,3.90207139,5/19/15
912828TC Govt,912828TC4,1,6/30/19,98.859375,1.2853312,12/31/14,6/30/15,9,1.285331,4.026806985,5/19/15
912828WS Govt,912828WS5,1.625,6/30/19,101.3203125,1.2944512,12/31/14,6/30/15,9,1.294451,3.974904756,5/19/15
912828WW Govt,912828WW6,1.625,7/31/19,101.2421875,1.3199517,1/31/15,7/31/15,9,1.319952,4.06044338,5/19/15
912828TH Govt,912828TH3,0.875,7/31/19,98.1953125,1.3178476,1/31/15,7/31/15,9,1.317848,4.123090957,5/19/15
912828LJ Govt,912828LJ7,3.625,8/15/19,109.484375,1.3189002,2/15/15,8/15/15,9,1.3189,3.953020615,5/19/15
912810ED Govt,912810ED6,8.125,8/15/19,128.2265625,1.2699344,2/15/15,8/15/15,9,1.269934,3.691831743,5/19/15
912828TN Govt,912828TN0,1,8/31/19,98.5859375,1.3407638,2/28/15,8/31/15,9,1.340764,4.193258036,5/19/15
912828D8 Govt,912828D80,1.625,8/31/19,101.2109375,1.3329946,2/28/15,8/31/15,9,1.332995,4.141345117,5/19/15
912828F3 Govt,912828F39,1.75,9/30/19,101.6328125,1.3633749,3/31/15,9/30/15,9,1.363375,4.214680236,5/19/15
912828TR Govt,912828TR1,1,9/30/19,98.453125,1.3660907,3/31/15,9/30/15,9,1.366091,4.276707566,5/19/15
912828TV Govt,912828TV2,1.25,10/31/19,99.46875,1.3734747,4/30/15,10/31/15,9,1.373475,4.337803213,5/19/15
912828F6 Govt,912828F62,1.5,10/31/19,100.4921875,1.3854726,4/30/15,10/31/15,9,1.385473,4.317082233,5/19/15
912828LY Govt,912828LY4,3.375,11/15/19,108.640625,1.3831621,5/15/15,11/15/15,9,1.383162,4.215914968,5/19/15
912828UB Govt,912828UB4,1,11/30/19,98.203125,1.4105808,11/30/14,5/31/15,10,1.410581,4.421106135,5/19/15
912828G6 Govt,912828G61,1.5,11/30/19,100.4609375,1.3946755,11/30/14,5/31/15,10,1.394676,4.369273043,5/19/15
912828UF Govt,912828UF5,1.125,12/31/19,98.6484375,1.4285217,12/31/14,6/30/15,10,1.428522,4.490877814,5/19/15
912828G9 Govt,912828G95,1.625,12/31/19,100.8984375,1.4230959,12/31/14,6/30/15,10,1.423096,4.439592561,5/19/15
912828UL Govt,912828UL2,1.375,1/31/20,99.6875,1.4438556,1/31/15,7/31/15,10,1.443856,4.550477201,5/19/15
912828H5 Govt,912828H52,1.25,1/31/20,99.1171875,1.4447733,1/31/15,7/31/15,10,1.444773,4.563383421,5/19/15
912810EE Govt,912810EE4,8.5,2/15/20,132.5234375,1.3898935,2/15/15,8/15/15,10,1.389893,4.04847144,5/19/15
912828MP Govt,912828MP2,3.625,2/15/20,110.0234375,1.4312836,2/15/15,8/15/15,10,1.431284,4.383672125,5/19/15
912828UQ Govt,912828UQ1,1.25,2/29/20,99,1.4671562,2/28/15,8/31/15,10,1.467156,4.644241035,5/19/15
912828J5 Govt,912828J50,1.375,2/29/20,99.6328125,1.4546229,2/28/15,8/31/15,10,1.454623,4.631379413,5/19/15
912828UV Govt,912828UV0,1.125,3/31/20,98.3515625,1.477242,3/31/15,9/30/15,10,1.477242,4.740790629,5/19/15
912828J8 Govt,912828J84,1.375,3/31/20,99.5546875,1.4700554,3/31/15,9/30/15,10,1.470055,4.714820645,5/19/15
912828VA Govt,912828VA5,1.125,4/30/20,98.28125,1.4865161,4/30/15,10/31/15,10,1.486516,4.823004674,5/19/15
912828K5 Govt,912828K58,1.375,4/30/20,99.52734375,1.4743466,4/30/15,10/31/15,10,1.474347,4.797050441,5/19/15
912828ND Govt,912828ND8,3.5,5/15/20,109.6171875,1.4925039,5/15/15,11/15/15,10,1.492504,4.63960353,5/19/15
912810EF Govt,912810EF1,8.75,5/15/20,135.046875,1.4439083,5/15/15,11/15/15,10,1.443908,4.279490938,5/19/15
912828VF Govt,912828VF4,1.375,5/31/20,99.390625,1.5011288,11/30/14,5/31/15,11,1.501129,4.848219349,5/19/15
912828VJ Govt,912828VJ6,1.875,6/30/20,101.75,1.5180577,12/31/14,6/30/15,11,1.518058,4.870456404,5/19/15
